brand,condition,ram_gb,storage_gb,carrier,price,usd_discount,user_rating,num_support_tickets_30d,days_since_purchase,expedited_shipping,returned
Samsung,New,6,128,Unlocked,744.46,3.04,4.85,0,47,1,0
Xiaomi,New,12,128,Unlocked,762.74,95.13,4.29,0,59,0,0
Xiaomi,New,8,64,AT&T,1302.1,101.27,4.16,0,65,1,0
Samsung,New,8,512,Unlocked,1191.27,227.03,4.96,1,79,0,0
Apple,OpenBox,6,128,Unlocked,655.79,74.52,5.0,0,65,0,0
Google,New,16,128,Verizon,1173.13,126.35,5.0,1,20,0,0
Xiaomi,New,12,128,AT&T,603.19,89.65,4.06,0,47,0,0
Apple,New,16,256,Unlocked,754.51,121.33,4.11,0,72,0,0
Samsung,Refurbished,12,512,Unlocked,779.55,88.62,4.16,3,4,1,0
Samsung,New,16,128,T-Mobile,832.93,145.98,4.76,0,14,0,1
Apple,New,8,128,Unlocked,986.35,16.84,3.8,0,112,1,1
Samsung,New,6,512,T-Mobile,873.42,0.0,3.83,0,101,0,0
Apple,New,8,256,Unlocked,985.24,105.04,4.04,0,70,0,0
Google,New,8,128,T-Mobile,761.6,0.0,3.93,1,15,0,0
OnePlus,New,12,128,T-Mobile,932.33,158.7,4.84,0,31,0,1
OnePlus,New,6,512,Unlocked,867.37,47.11,4.81,0,92,1,0
Samsung,New,6,256,AT&T,544.57,17.71,4.16,2,87,0,0
Apple,New,12,128,Unlocked,956.26,242.03,4.3,0,27,1,0
Google,OpenBox,6,64,Unlocked,871.13,78.89,3.13,2,8,1,1
Google,New,6,128,Unlocked,692.94,67.39,4.17,1,111,0,0
Samsung,Refurbished,6,128,Verizon,756.53,124.88,5.0,2,86,1,0
OnePlus,OpenBox,12,128,Unlocked,761.93,128.93,4.14,0,79,1,0
Apple,OpenBox,6,128,Unlocked,796.12,148.35,3.85,0,104,0,1
OnePlus,OpenBox,6,128,T-Mobile,1236.97,0.02,5.0,1,52,0,0
Apple,New,8,128,T-Mobile,1309.86,112.17,3.84,2,13,0,0
Apple,New,12,128,Unlocked,250.27,62.41,5.0,1,6,0,0
Samsung,New,8,128,Unlocked,957.4,24.74,5.0,0,117,0,0
Apple,New,6,256,Unlocked,1060.09,82.89,4.35,0,73,0,0
Apple,New,16,128,Unlocked,802.46,0.0,5.0,1,89,0,0
Apple,New,12,512,T-Mobile,1054.18,135.38,3.57,0,45,0,0
Samsung,New,6,512,T-Mobile,1213.92,62.56,3.54,1,14,0,0
Google,Refurbished,8,512,Unlocked,548.19,51.35,4.0,1,95,1,1
Apple,New,6,128,Unlocked,879.43,71.74,4.81,1,95,0,0
Samsung,New,12,128,Unlocked,1280.48,69.95,4.4,0,95,0,0
OnePlus,New,8,256,Unlocked,577.69,148.44,4.31,2,62,0,0
Apple,New,16,128,Unlocked,824.65,14.26,3.75,0,82,0,0
Apple,OpenBox,12,64,Unlocked,751.35,57.07,4.34,2,38,0,0
OnePlus,New,8,64,Unlocked,1081.42,67.01,4.08,0,32,0,1
OnePlus,New,6,256,Unlocked,1112.07,16.09,3.94,0,4,0,0
Samsung,New,12,256,AT&T,885.71,89.56,3.9,1,21,0,0
Google,New,12,128,AT&T,857.09,36.57,4.5,0,52,0,0
Apple,New,12,512,Unlocked,471.79,0.0,4.04,1,60,0,0
Samsung,Refurbished,6,256,Unlocked,1163.06,111.57,4.4,0,54,0,1
Google,New,12,64,AT&T,772.3,172.84,3.52,2,54,0,0
Apple,New,12,128,Unlocked,818.69,82.91,4.65,0,26,0,0
Google,New,16,64,T-Mobile,1063.75,73.8,4.52,2,81,1,1
Samsung,New,8,512,Unlocked,893.47,72.53,4.28,0,53,0,0
Google,Refurbished,8,256,T-Mobile,1070.85,49.04,4.48,1,64,1,0
Samsung,OpenBox,8,256,Unlocked,982.75,150.21,4.87,0,71,1,0
Samsung,New,12,256,AT&T,894.83,85.64,3.68,1,59,0,0
Apple,New,16,128,Unlocked,918.3,0.0,4.43,0,66,1,0
Apple,New,8,512,AT&T,602.99,151.94,3.75,2,58,0,0
Google,New,8,512,Verizon,817.22,137.23,4.44,1,46,1,0
Apple,New,6,256,Unlocked,1088.49,116.1,4.27,1,61,1,1
Apple,OpenBox,8,128,AT&T,652.3,0.0,4.39,0,82,0,0
Apple,New,12,64,Unlocked,692.64,79.82,4.82,0,104,0,0
Apple,New,6,64,Unlocked,656.48,133.61,4.81,1,12,0,0
OnePlus,OpenBox,8,128,Unlocked,883.74,102.77,4.94,0,21,0,0
Samsung,OpenBox,16,256,AT&T,1158.56,92.31,4.2,0,15,0,0
Xiaomi,New,8,256,T-Mobile,970.38,133.73,4.75,1,3,0,0
Apple,New,8,512,Unlocked,371.07,88.36,4.65,1,99,0,0
Samsung,New,8,128,AT&T,992.7,152.22,4.21,0,27,0,0
Samsung,OpenBox,8,128,T-Mobile,752.74,89.71,4.46,1,35,1,0
Samsung,New,6,64,Verizon,962.06,84.93,4.33,1,37,0,0
OnePlus,New,12,512,Unlocked,817.11,133.54,5.0,2,103,0,0
Xiaomi,New,8,256,Unlocked,660.7,56.08,4.81,1,73,1,1
OnePlus,New,8,128,Unlocked,834.28,14.17,4.23,1,13,1,0
Apple,New,8,256,Unlocked,752.88,80.23,4.2,0,101,0,0
Apple,OpenBox,6,256,Unlocked,917.7,115.42,4.88,1,118,0,0
Samsung,New,6,128,AT&T,655.08,135.52,5.0,2,85,0,1
Apple,New,6,128,Verizon,602.55,135.85,4.56,0,58,0,0
Google,Refurbished,6,128,Verizon,1011.06,75.88,4.73,3,119,0,0
Samsung,New,12,128,Unlocked,1093.94,69.72,5.0,0,6,1,1
Samsung,New,6,256,Unlocked,977.61,44.47,4.31,0,1,0,0
OnePlus,New,12,128,AT&T,707.27,94.99,4.44,1,93,0,0
Google,New,6,256,Unlocked,687.18,0.0,4.64,0,23,0,0
Apple,New,6,256,T-Mobile,699.85,81.37,4.19,0,7,0,0
Apple,New,6,256,Unlocked,1045.89,250.98,5.0,0,11,0,0
Samsung,New,8,512,Unlocked,668.49,0.0,4.18,1,54,1,0
Samsung,New,8,128,Verizon,1044.49,89.41,4.43,1,79,1,0
Apple,New,12,256,AT&T,990.12,102.67,5.0,0,53,0,0
Samsung,OpenBox,6,64,Unlocked,1122.3,110.39,3.47,0,51,1,0
Google,New,8,256,Verizon,1083.89,22.0,4.51,2,18,0,0
OnePlus,OpenBox,12,256,Unlocked,969.38,110.94,4.07,0,38,0,0
Samsung,New,8,128,Unlocked,526.89,47.93,4.4,1,113,1,0
Samsung,New,6,64,Unlocked,984.23,0.0,3.8,0,38,1,1
Apple,New,6,256,Verizon,875.4,137.12,4.21,0,41,0,0
Samsung,New,6,256,AT&T,767.88,119.88,4.41,0,107,0,0
Apple,New,12,256,Unlocked,1149.69,22.01,4.52,0,8,0,0
Samsung,New,8,128,AT&T,816.71,47.37,4.85,1,9,0,0
Samsung,New,8,256,AT&T,733.52,45.2,3.24,0,107,0,1
Apple,New,12,256,Unlocked,1097.29,0.0,4.34,1,38,0,0
Apple,New,8,128,Unlocked,760.88,125.75,4.31,0,29,1,0
Apple,New,8,256,Unlocked,722.51,128.0,4.37,0,60,0,1
OnePlus,New,6,256,Unlocked,602.03,60.04,4.42,0,5,0,0
Samsung,New,8,256,T-Mobile,669.56,78.31,3.98,1,49,0,0
Apple,New,6,128,AT&T,688.43,86.88,3.63,0,2,1,0
OnePlus,New,8,128,Unlocked,986.63,94.66,4.51,1,82,1,0
Samsung,New,8,512,Unlocked,625.8,0.0,3.9,0,102,1,0
Samsung,New,12,512,Unlocked,441.28,109.31,4.6,0,73,0,0
Xiaomi,New,12,128,Unlocked,916.71,9.47,3.93,0,22,1,1
Apple,New,12,512,Unlocked,710.53,120.88,4.75,0,96,1,0
Apple,Refurbished,6,128,Unlocked,846.42,16.11,4.37,1,79,0,0
Samsung,New,16,512,Unlocked,1132.13,1.99,4.41,0,101,0,0
Apple,OpenBox,6,128,Unlocked,865.74,78.32,4.28,1,109,0,0
Samsung,New,12,128,Unlocked,1182.12,76.97,4.2,0,48,0,0
Apple,New,12,512,Unlocked,835.01,86.22,4.28,0,116,1,0
Apple,New,8,64,Unlocked,1071.53,26.44,4.99,0,104,1,0
Apple,New,8,256,Unlocked,729.57,92.17,3.63,1,70,0,0
Samsung,New,12,128,Unlocked,873.69,97.82,4.08,0,76,0,0
Apple,OpenBox,12,128,Unlocked,644.75,149.94,4.93,0,54,0,0
Apple,New,6,512,T-Mobile,670.88,91.1,4.81,1,103,1,1
OnePlus,New,12,256,Unlocked,800.57,44.04,5.0,0,7,0,0
Apple,New,6,512,Verizon,557.72,0.0,4.37,0,56,0,1
Samsung,New,8,512,Unlocked,885.06,0.0,3.74,0,12,0,1
Apple,OpenBox,8,64,Unlocked,783.39,99.38,3.85,0,4,0,0
Apple,New,12,128,Unlocked,901.61,127.59,4.25,0,112,0,0
Apple,New,8,128,AT&T,561.1,26.59,4.78,0,79,1,0
Samsung,Refurbished,8,256,T-Mobile,1004.38,95.32,4.27,2,55,0,0
Apple,Refurbished,8,64,Unlocked,1223.48,69.55,4.23,1,115,0,0
OnePlus,New,8,128,Unlocked,1177.04,123.1,4.6,1,11,0,0
Xiaomi,New,8,256,AT&T,1268.86,131.96,4.41,1,111,0,0
Apple,OpenBox,8,128,Unlocked,859.33,0.0,4.18,1,58,0,0
Apple,New,12,256,Unlocked,772.49,141.93,3.9,1,19,0,0
Apple,New,8,128,AT&T,957.27,95.13,4.87,0,36,0,0
Samsung,New,6,64,Unlocked,797.59,48.12,4.92,0,59,0,1
Apple,Refurbished,8,128,Verizon,467.1,49.79,3.87,0,97,0,0
OnePlus,Refurbished,6,128,Unlocked,1030.25,81.9,4.2,0,104,0,0
Google,New,8,256,Unlocked,798.43,49.78,4.73,0,16,0,0
Google,New,8,64,T-Mobile,527.18,23.78,3.83,0,50,1,1
Samsung,New,8,256,Unlocked,738.18,37.53,4.58,0,49,0,0
Xiaomi,New,8,256,Unlocked,803.43,17.59,4.24,0,62,1,1
Apple,OpenBox,8,64,Unlocked,852.6,160.79,3.79,0,67,1,0
Samsung,New,12,512,Unlocked,855.25,83.35,5.0,1,119,0,0
Apple,New,8,512,Unlocked,1151.18,215.17,4.23,1,32,0,0
Xiaomi,OpenBox,8,64,Unlocked,566.52,102.26,4.66,0,58,1,1
Samsung,New,6,512,Unlocked,816.53,115.33,3.84,0,33,0,0
Google,OpenBox,6,128,Unlocked,656.63,16.3,5.0,0,23,0,0
Apple,New,8,256,AT&T,1126.36,66.91,5.0,1,48,0,0
Xiaomi,OpenBox,12,128,Unlocked,726.48,84.36,3.65,0,5,1,0
Samsung,New,6,256,T-Mobile,774.36,41.77,4.32,1,93,0,0
Samsung,New,6,256,Unlocked,1080.93,52.11,5.0,1,55,1,0
Xiaomi,New,8,512,Unlocked,1141.45,105.21,4.17,1,53,0,0
Samsung,New,8,512,T-Mobile,1173.98,106.39,4.6,0,62,0,0
Samsung,New,16,64,AT&T,488.52,0.0,3.56,3,62,0,0
Samsung,New,8,256,Unlocked,956.24,97.02,4.01,1,110,0,0
Apple,New,6,128,Unlocked,909.43,113.18,4.55,2,70,0,0
Apple,OpenBox,8,128,AT&T,838.73,44.58,4.11,0,95,1,0
Apple,New,6,128,Unlocked,864.64,38.49,4.22,1,98,1,0
Apple,New,6,512,Unlocked,1132.87,106.49,3.64,3,8,0,1
OnePlus,OpenBox,8,256,Unlocked,1078.49,0.0,4.73,1,96,0,0
Samsung,New,8,64,AT&T,1047.32,80.13,3.73,0,98,0,0
Apple,OpenBox,6,512,Verizon,895.52,178.07,5.0,0,76,0,0
Samsung,New,8,256,Unlocked,1349.53,0.0,4.06,1,9,1,0
Samsung,New,8,128,T-Mobile,761.86,129.37,4.8,0,1,0,1
Samsung,New,6,128,Unlocked,494.49,112.67,4.75,0,2,1,0
Xiaomi,OpenBox,12,256,AT&T,791.65,0.0,3.91,0,84,0,0
Xiaomi,New,8,256,Unlocked,862.7,111.23,4.11,0,66,0,0
Samsung,New,16,128,AT&T,1136.7,140.09,4.17,0,44,0,0
Apple,Refurbished,16,256,Unlocked,737.58,9.4,4.21,1,64,0,0
Samsung,New,8,64,Unlocked,958.07,37.57,3.75,1,54,0,0
Samsung,OpenBox,8,256,Unlocked,525.01,81.57,4.67,0,38,0,0
Samsung,OpenBox,12,128,T-Mobile,1087.91,138.66,4.06,0,91,0,1
Samsung,Refurbished,8,128,Unlocked,865.03,47.53,4.34,1,55,0,1
Samsung,Refurbished,6,128,Unlocked,788.28,77.47,4.9,1,65,0,0
Apple,Refurbished,8,256,Unlocked,1318.96,40.11,4.69,0,110,1,0
Apple,New,8,128,Verizon,1085.38,81.47,4.09,4,109,1,0
Samsung,OpenBox,12,128,Verizon,621.23,142.8,4.92,1,81,0,1
Apple,OpenBox,12,128,Unlocked,825.93,86.35,4.73,0,108,0,0
Apple,New,12,512,Unlocked,1451.99,58.55,4.05,1,41,0,0
Google,New,12,128,AT&T,1285.34,78.03,4.14,0,45,1,0
Samsung,Refurbished,8,128,Unlocked,1053.05,31.96,4.9,0,112,1,1
Apple,New,8,128,Unlocked,443.65,20.34,4.79,0,106,1,0
Samsung,New,16,256,Unlocked,1143.07,152.21,3.65,0,20,1,0
Google,New,16,128,Unlocked,710.26,178.26,3.9,1,1,1,1
Apple,New,12,128,T-Mobile,1141.17,0.0,4.75,1,21,0,0
OnePlus,OpenBox,12,512,Verizon,691.01,114.93,3.81,0,91,0,0
Xiaomi,New,8,256,Unlocked,957.54,131.54,4.8,1,28,1,0
Samsung,New,8,256,AT&T,709.14,7.3,5.0,3,118,0,0
Samsung,OpenBox,12,128,Unlocked,770.08,51.69,4.59,1,28,0,0
Apple,New,6,512,T-Mobile,986.88,45.38,3.94,1,21,1,0
Xiaomi,OpenBox,8,512,Unlocked,559.84,194.06,4.49,1,9,1,1
Samsung,New,8,256,T-Mobile,1371.93,179.15,4.92,2,114,0,0
Xiaomi,OpenBox,8,256,T-Mobile,624.01,24.73,4.45,0,37,0,0
Samsung,Refurbished,8,512,T-Mobile,611.71,0.0,4.64,2,98,0,0
Apple,New,6,512,Unlocked,987.53,126.38,4.0,1,66,0,0
Apple,New,6,64,AT&T,1134.23,112.64,4.04,0,19,0,0
Google,New,8,512,AT&T,778.79,154.64,4.85,0,27,1,0
Samsung,New,8,256,Unlocked,614.28,16.46,4.04,1,11,0,1
Apple,OpenBox,6,256,Unlocked,647.08,123.41,3.11,1,13,1,0
Google,New,12,128,Verizon,623.4,36.09,4.25,1,96,0,0
OnePlus,New,8,128,T-Mobile,917.8,117.39,4.56,1,78,0,0
Samsung,New,8,256,AT&T,834.6,77.77,4.93,0,19,0,0
Samsung,New,8,256,Unlocked,943.68,194.04,5.0,0,50,1,0
Apple,OpenBox,8,128,Verizon,930.27,106.84,4.44,1,28,1,0
Google,New,12,256,Unlocked,1031.35,61.16,4.73,0,78,0,1
Apple,New,6,128,Unlocked,759.81,88.28,4.46,0,16,0,1
OnePlus,New,8,128,AT&T,687.59,73.97,4.58,0,30,0,0
Samsung,OpenBox,12,256,Verizon,884.38,10.73,4.31,0,80,0,0
Samsung,New,6,256,AT&T,837.9,195.49,4.59,0,90,0,0
Apple,New,12,128,Unlocked,905.65,175.92,4.04,0,116,0,0
Apple,New,16,64,Unlocked,693.42,69.42,5.0,0,116,1,0
Google,New,8,128,AT&T,991.29,121.99,3.2,0,85,0,0
Samsung,Refurbished,16,256,Unlocked,590.76,203.09,4.69,0,32,1,0
Samsung,New,8,512,T-Mobile,753.12,154.21,4.56,2,99,1,0
Xiaomi,New,8,256,T-Mobile,1098.39,61.56,4.59,0,77,1,0
Xiaomi,OpenBox,6,256,T-Mobile,601.11,74.72,3.81,0,115,0,0
OnePlus,New,6,128,T-Mobile,1081.05,0.0,3.56,0,92,0,0
Apple,New,8,128,Unlocked,540.0,126.49,4.7,1,96,0,0
Samsung,New,8,512,Unlocked,501.25,154.57,5.0,2,65,0,1
OnePlus,New,8,256,AT&T,521.35,154.98,4.51,0,97,0,0
Samsung,OpenBox,8,128,Unlocked,875.7,122.06,4.8,0,35,0,0
Apple,OpenBox,8,256,AT&T,1010.51,101.14,4.17,0,11,0,0
Google,Refurbished,6,256,Unlocked,1134.37,20.13,4.57,0,26,0,0
Samsung,OpenBox,8,128,T-Mobile,1116.83,99.18,5.0,1,68,0,0
Samsung,New,6,64,Unlocked,1039.79,42.1,4.24,4,77,0,0
Xiaomi,New,12,256,AT&T,667.01,111.51,4.99,2,60,0,1
Samsung,New,8,64,Unlocked,665.09,34.17,3.58,2,58,0,1
Samsung,Refurbished,12,128,Verizon,1023.31,111.13,4.09,0,24,0,0
Samsung,OpenBox,6,256,T-Mobile,1162.69,159.39,4.67,0,100,1,0
Samsung,New,8,512,Unlocked,623.15,102.63,5.0,0,28,1,0
Apple,New,16,128,Unlocked,1134.68,99.71,4.41,1,11,1,0
Google,OpenBox,6,64,Unlocked,427.53,134.78,3.88,1,19,0,0
OnePlus,Refurbished,8,128,Verizon,935.78,186.22,5.0,2,4,1,1
Apple,OpenBox,6,128,Verizon,827.16,73.56,4.34,0,119,1,0
Apple,New,6,512,Verizon,805.08,111.26,4.73,1,45,1,1
OnePlus,New,8,256,Unlocked,856.88,170.67,4.23,0,95,0,1
Apple,New,6,128,Unlocked,662.18,120.16,4.47,2,57,1,1
Samsung,New,8,256,T-Mobile,948.14,0.0,4.12,0,110,0,0
Samsung,Refurbished,16,128,Verizon,863.35,37.06,5.0,2,77,0,0
Google,New,8,256,Unlocked,1055.77,125.06,5.0,2,29,0,0
Apple,New,6,512,Unlocked,1199.89,55.99,5.0,0,14,0,0
Samsung,New,12,128,Unlocked,877.92,166.42,4.01,2,21,1,0
Samsung,New,8,128,AT&T,669.88,191.48,3.49,0,70,1,0
Samsung,New,12,512,AT&T,599.66,44.59,4.25,1,4,0,0
Apple,New,8,128,Verizon,1223.62,18.05,5.0,0,97,0,0
Samsung,OpenBox,8,128,Verizon,1195.48,58.33,4.24,2,35,0,0
Samsung,New,16,64,T-Mobile,1045.22,54.86,4.93,0,109,0,1
Apple,New,6,128,Unlocked,863.17,172.17,3.89,0,15,0,0
Apple,New,12,256,Unlocked,1029.34,17.88,3.99,0,108,0,0
Apple,New,8,128,Unlocked,1136.98,124.55,4.36,2,105,0,0
Apple,OpenBox,12,128,T-Mobile,714.05,163.27,5.0,2,62,0,0
Apple,OpenBox,6,128,Verizon,856.55,129.15,4.95,0,57,0,0
Xiaomi,New,8,256,Unlocked,606.63,106.19,3.37,0,108,0,0
Samsung,Refurbished,6,512,AT&T,821.61,70.27,4.73,0,98,0,0
Google,OpenBox,16,256,Unlocked,1189.74,190.94,3.83,0,64,1,0
Xiaomi,New,6,256,Unlocked,1087.28,65.28,4.06,1,40,0,0
Apple,New,6,256,Verizon,879.7,136.9,4.66,0,9,0,1
Samsung,New,12,128,T-Mobile,257.49,70.48,5.0,0,111,0,1
OnePlus,OpenBox,8,128,Unlocked,705.73,0.0,5.0,1,116,1,0
Samsung,New,8,64,Unlocked,872.53,63.82,4.57,1,104,0,0
Samsung,New,8,128,T-Mobile,802.5,70.62,4.57,0,1,0,1
Samsung,OpenBox,8,512,AT&T,857.21,71.4,5.0,0,52,0,0
Apple,OpenBox,6,128,Verizon,903.37,40.38,3.61,0,35,0,0
Samsung,New,8,512,Unlocked,732.59,117.55,5.0,0,52,1,0
Xiaomi,OpenBox,8,64,Unlocked,848.34,124.23,4.03,0,6,1,0
Xiaomi,New,8,128,Unlocked,817.12,61.65,4.53,1,65,0,0
Apple,OpenBox,8,128,Unlocked,695.3,61.15,4.15,0,65,0,0
Google,New,6,128,AT&T,1256.19,16.96,3.82,0,30,0,0
Apple,New,12,128,AT&T,745.18,95.26,4.63,1,68,1,0
OnePlus,Refurbished,6,256,AT&T,354.07,162.68,4.52,1,65,0,0
Apple,New,8,128,Unlocked,1242.32,162.72,4.35,0,76,1,0
Xiaomi,New,8,256,Unlocked,663.82,44.05,4.32,0,28,1,0
OnePlus,New,8,512,AT&T,1047.98,199.47,5.0,1,17,0,0
Apple,New,12,128,Unlocked,700.2,58.27,5.0,1,39,0,0
Apple,New,8,512,Unlocked,975.24,19.04,5.0,0,3,0,0
OnePlus,New,12,64,Unlocked,839.41,0.0,4.54,0,83,0,0
Apple,OpenBox,12,128,Unlocked,1070.07,15.42,3.58,0,32,1,1
Samsung,OpenBox,12,128,Unlocked,802.99,100.02,4.71,1,38,0,0
OnePlus,New,12,256,Unlocked,705.83,64.55,4.74,0,7,0,0
Samsung,New,6,256,T-Mobile,906.54,42.08,4.79,0,63,0,0
Samsung,OpenBox,16,256,Unlocked,765.85,29.16,3.83,1,5,0,1
Samsung,New,12,512,Verizon,425.58,14.83,4.83,0,57,0,0
Apple,New,8,128,Verizon,717.67,26.61,5.0,0,32,1,0
Xiaomi,New,6,256,Unlocked,1481.13,140.92,3.91,0,75,0,0
Apple,New,6,256,Unlocked,449.3,188.2,4.74,0,119,0,0
Apple,New,8,128,Unlocked,903.03,191.91,3.99,2,68,1,0
Apple,OpenBox,8,128,Unlocked,796.56,121.23,4.35,0,96,0,0
Xiaomi,Refurbished,12,128,Unlocked,1254.01,50.46,3.93,0,24,0,0
Apple,New,8,128,T-Mobile,605.57,39.93,4.22,1,44,1,0
OnePlus,New,8,256,Unlocked,872.29,125.37,4.23,1,98,0,0
Google,New,6,128,Unlocked,1000.96,65.22,4.61,0,45,1,0
OnePlus,New,6,128,T-Mobile,810.56,104.71,4.85,0,110,1,1
Xiaomi,OpenBox,6,256,AT&T,681.14,195.83,5.0,2,111,0,0
OnePlus,New,12,256,AT&T,845.12,93.01,4.07,0,89,0,0
Xiaomi,Refurbished,8,512,Unlocked,781.91,216.67,4.58,1,79,1,0
Apple,New,16,256,T-Mobile,781.29,12.39,3.85,0,41,0,0
Google,New,12,256,Verizon,1054.76,106.85,4.34,2,100,1,0
Samsung,New,12,128,Verizon,938.65,98.82,4.42,0,118,1,0
Samsung,New,8,256,AT&T,971.39,20.96,3.94,0,103,0,0
OnePlus,OpenBox,12,128,Unlocked,922.67,128.1,4.68,1,42,0,0
Xiaomi,New,16,128,T-Mobile,1061.17,171.85,4.32,2,21,0,0
Google,New,12,512,T-Mobile,1136.94,212.16,4.48,0,109,0,0
Samsung,New,6,256,Verizon,786.92,104.68,5.0,0,2,0,0
Samsung,New,12,256,Unlocked,1030.28,0.0,4.19,1,95,0,0
Samsung,OpenBox,6,128,AT&T,564.84,108.62,4.83,1,32,0,0
Samsung,New,6,256,Unlocked,354.33,124.52,5.0,1,92,0,0
Samsung,New,12,128,Verizon,1251.81,65.89,5.0,0,71,0,0
Apple,New,12,128,Unlocked,776.66,92.91,4.31,0,14,1,0
Apple,New,6,128,AT&T,905.54,50.99,3.91,1,109,1,0
Google,New,6,128,T-Mobile,580.45,71.98,4.05,0,112,0,0
Samsung,New,12,64,Unlocked,570.3,141.05,3.61,1,37,0,0
Xiaomi,New,6,256,AT&T,693.15,163.34,4.74,1,19,1,0
Samsung,New,6,128,T-Mobile,991.44,3.76,4.77,0,102,0,0
Apple,New,12,256,Unlocked,736.36,49.32,4.46,0,53,1,0
Apple,Refurbished,12,512,Unlocked,776.13,0.0,3.71,3,79,0,0
Apple,New,8,128,Unlocked,686.21,190.3,4.22,1,99,0,0
Xiaomi,New,8,256,AT&T,1106.47,132.25,5.0,0,78,0,0
Apple,New,8,128,Unlocked,1041.08,0.0,4.7,0,57,0,0
Samsung,New,8,512,Unlocked,743.49,76.13,4.79,1,86,1,0
Xiaomi,OpenBox,12,128,Unlocked,1000.51,62.99,5.0,0,10,1,0
Xiaomi,New,12,128,Unlocked,796.05,34.64,4.56,1,61,0,0
Apple,New,8,128,Unlocked,775.74,142.18,3.32,0,73,0,0
Apple,Refurbished,8,512,Verizon,839.06,140.8,3.85,0,81,1,0
Apple,OpenBox,8,128,Unlocked,991.51,96.17,4.55,1,27,1,0
Apple,OpenBox,6,256,AT&T,653.72,41.5,4.41,0,95,0,0
Apple,New,8,128,AT&T,960.53,42.01,4.31,2,40,0,1
Samsung,New,6,256,T-Mobile,1399.52,82.64,4.32,1,71,0,0
OnePlus,New,12,128,Unlocked,890.29,52.57,4.01,0,84,0,0
Samsung,New,8,128,Verizon,857.86,79.65,4.59,1,5,1,0
Samsung,New,12,128,AT&T,831.48,113.48,5.0,0,114,1,1
Apple,OpenBox,8,128,Unlocked,955.21,0.0,5.0,0,61,1,0
Google,New,12,256,Unlocked,495.71,34.51,5.0,0,1,0,0
Samsung,New,16,256,Unlocked,1224.24,77.98,3.92,2,72,1,0
OnePlus,New,8,128,Verizon,1065.86,173.92,4.39,0,31,0,0
Xiaomi,New,6,128,Unlocked,708.21,130.72,4.24,1,105,0,1
Apple,New,12,64,T-Mobile,856.94,79.78,4.7,0,20,0,0
Apple,OpenBox,6,256,AT&T,727.38,104.14,4.36,1,1,0,0
Apple,New,8,256,AT&T,915.83,73.91,4.29,0,87,1,0
Samsung,OpenBox,6,512,T-Mobile,863.5,144.63,5.0,2,6,1,0
Xiaomi,New,12,512,Verizon,900.3,106.03,4.45,0,24,0,0
Samsung,OpenBox,6,128,Unlocked,623.77,156.73,4.46,1,44,0,0
Google,New,8,128,Unlocked,744.06,0.0,4.61,1,104,0,0
Samsung,OpenBox,8,512,AT&T,1102.13,31.63,4.74,0,96,0,0
Apple,OpenBox,12,128,Unlocked,732.57,96.47,4.74,1,72,0,0
Apple,New,8,64,T-Mobile,268.43,109.61,5.0,1,58,1,0
Samsung,New,12,128,Unlocked,816.86,224.02,3.76,0,80,0,1
Samsung,OpenBox,12,256,Unlocked,1380.53,0.0,4.56,0,37,1,0
Samsung,New,8,256,AT&T,1036.75,78.02,4.35,0,106,1,0
Apple,OpenBox,8,512,AT&T,721.49,75.32,4.25,1,83,0,0
Google,Refurbished,12,128,T-Mobile,838.87,94.27,4.78,0,70,0,0
Apple,OpenBox,12,128,Unlocked,999.57,184.0,5.0,1,61,0,0
Xiaomi,New,8,128,Unlocked,463.62,132.58,4.1,0,76,0,0
Apple,New,8,256,Verizon,661.67,0.0,5.0,0,69,1,0
Apple,Refurbished,6,128,T-Mobile,937.64,172.03,3.68,1,82,0,0
Samsung,New,6,512,Unlocked,1200.79,170.35,4.7,0,51,1,0
Samsung,New,6,256,Verizon,753.35,95.78,3.95,1,36,0,0
Samsung,New,6,256,Unlocked,1194.74,0.0,4.08,1,87,0,0
Samsung,OpenBox,6,256,AT&T,684.05,70.9,4.43,0,37,0,1
Xiaomi,New,12,128,Unlocked,200.0,108.12,4.2,1,2,1,0
Samsung,New,12,256,T-Mobile,1013.64,139.79,2.97,0,9,0,0
Samsung,New,12,128,Unlocked,968.89,0.0,4.71,0,1,1,0
Samsung,OpenBox,8,256,Verizon,1011.96,33.85,4.79,0,63,0,0
Apple,New,8,256,AT&T,1003.36,145.88,4.32,2,82,0,1
Samsung,OpenBox,6,256,Unlocked,892.19,170.11,4.28,0,35,0,1
Apple,OpenBox,12,128,Unlocked,793.06,105.83,4.21,1,4,0,0
Samsung,Refurbished,8,512,Verizon,801.45,148.91,3.54,1,77,1,0
Apple,OpenBox,8,512,Verizon,748.71,107.32,3.49,0,41,0,0
Xiaomi,New,16,256,AT&T,761.91,137.79,4.8,0,95,0,0
Samsung,New,12,512,Verizon,451.57,88.71,4.93,1,44,0,0
OnePlus,New,8,256,Unlocked,582.85,108.8,4.7,2,78,0,1
Samsung,Refurbished,12,128,T-Mobile,814.05,6.69,4.59,1,74,0,0
Apple,New,6,128,Unlocked,357.01,123.33,4.79,1,34,0,0
OnePlus,New,6,64,Verizon,408.28,4.86,4.76,0,92,0,0
Samsung,OpenBox,6,256,T-Mobile,776.46,123.26,4.01,2,98,0,0
